sample_id,condition_id,csv_row_id,source_pdf_path,npz_path,preview_path,extract_method,passed_quality,reason_codes,material_id,speed_rpm,temperature_c,r_bore_mm,r_outer_mm,z_width_mm,area_mm2,volume_mm3,min_thickness_mm,max_width_mm,sdf_zero_level_error_mm,semantic_hub_coverage,semantic_web_coverage,semantic_rim_coverage,mass_kg,polar_inertia_kg_mm2,sigma_vm_proxy_mpa,risk_score_proxy,dataset_version,hub_width,web_width,rim_width
sample_034,C_Inco718_RPM11292_T650_OR356_BR87.5,34,D:\sdfdata\data\raw\pdf\sample_034.pdf,D:\sdfdata\data\processed\meridian_samples\sample_034.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_034.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11006.62378674664,12322384.363575991,15.378894113919795,96.30051832873474,0.2885172565669898,0.3407766119630526,0.6047888081786387,0.0544345798583086,100.92032793768736,5161981.965969912,94375.17410777388,10.0,sdf_meridian_v0.1,39.267,207.383,21.850000000000023
sample_139,C_Inco718_RPM11292_T650_OR356_BR87.5,139,D:\sdfdata\data\raw\pdf\sample_139.pdf,D:\sdfdata\data\processed\meridian_samples\sample_139.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_139.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11484.103446105928,13226105.706214476,19.081662968920064,96.30051832873474,0.2911359545620964,0.2798848846699025,0.6681843563420815,0.0519307589880159,108.32180573389654,5749370.10247509,76061.80928518629,10.0,sdf_meridian_v0.1,34.133,213.017,21.350000000000023
sample_102,C_Inco718_RPM11292_T650_OR356_BR87.5,102,D:\sdfdata\data\raw\pdf\sample_102.pdf,D:\sdfdata\data\processed\meridian_samples\sample_102.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_102.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10859.6438392649,12236696.06715125,14.465987296880073,96.30051832873474,0.2838891176680487,0.2862855584840498,0.6556393710806144,0.0580750704353358,100.21854078996871,5169878.586018372,100330.91968076212,10.0,sdf_meridian_v0.1,32.8,212.55,23.149999999999977
sample_063,C_Inco718_RPM11292_T650_OR356_BR87.5,63,D:\sdfdata\data\raw\pdf\sample_063.pdf,D:\sdfdata\data\processed\meridian_samples\sample_063.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_063.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11400.89983389817,13104551.219605586,18.883542641558385,96.30051832873474,0.289373589440816,0.2819082219627178,0.6409324856191341,0.077159292418148,107.32627448856974,5730088.974454422,76859.82641795346,10.0,sdf_meridian_v0.1,34.267,202.983,31.25
sample_085,C_Inco718_RPM11292_T650_OR356_BR87.5,85,D:\sdfdata\data\raw\pdf\sample_085.pdf,D:\sdfdata\data\processed\meridian_samples\sample_085.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_085.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11651.13704510612,13395132.829799438,18.725261754488606,96.30051832873474,0.2785375325217185,0.2760372565622354,0.6644369178662151,0.0595258255715495,109.70613787605738,5798855.521510077,77509.50713617072,10.0,sdf_meridian_v0.1,34.2,208.85,25.44999999999999
sample_149,C_Inco718_RPM11292_T650_OR356_BR87.5,149,D:\sdfdata\data\raw\pdf\sample_149.pdf,D:\sdfdata\data\processed\meridian_samples\sample_149.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_149.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10548.250668089837,11743443.263913153,14.463074470539093,96.30051832873474,0.2865349571524456,0.3254399101460127,0.6087607637588918,0.0657993260950954,96.17880033144873,4935801.409585903,100351.12607230469,10.0,sdf_meridian_v0.1,36.467,206.683,25.350000000000023
sample_054,C_Inco718_RPM11292_T650_OR356_BR87.5,54,D:\sdfdata\data\raw\pdf\sample_054.pdf,D:\sdfdata\data\processed\meridian_samples\sample_054.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_054.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11298.399038376429,12957025.128463872,17.84886966658476,96.30051832873474,0.2835176727559609,0.2843668122270742,0.6458515283842795,0.0697816593886462,106.11803580211912,5630963.091997867,81315.27859735393,10.0,sdf_meridian_v0.1,33.8,206.15,28.55000000000001
sample_006,C_Inco718_RPM11292_T650_OR356_BR87.5,6,D:\sdfdata\data\raw\pdf\sample_006.pdf,D:\sdfdata\data\processed\meridian_samples\sample_006.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_006.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10874.444758190555,12365136.454149492,17.163309844830167,96.30051832873474,0.2851633076431845,0.2953184540010887,0.643894030121575,0.0607875158773362,101.27046755948432,5341210.667211837,84563.2819489871,10.0,sdf_meridian_v0.1,33.93300000000001,210.717,23.850000000000023
sample_094,C_Inco718_RPM11292_T650_OR356_BR87.5,94,D:\sdfdata\data\raw\pdf\sample_094.pdf,D:\sdfdata\data\processed\meridian_samples\sample_094.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_094.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10991.00880889165,12411845.350057086,15.150511602694504,96.30051832873474,0.2870305581156854,0.3023610737050004,0.6204327138881408,0.0772062124068587,101.65301341696753,5303561.482294938,95797.80852602178,10.0,sdf_meridian_v0.1,35.333,202.917,30.25
sample_112,C_Inco718_RPM11292_T650_OR356_BR87.5,112,D:\sdfdata\data\raw\pdf\sample_112.pdf,D:\sdfdata\data\processed\meridian_samples\sample_112.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_112.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11538.863504939618,13164651.77568256,18.86214411582707,96.30051832873474,0.2943553911037789,0.3343025741896861,0.5892414264944839,0.0764559993158299,107.81849804284018,5691841.435767342,76947.02154079893,10.0,sdf_meridian_v0.1,40.467,196.283,31.75
sample_050,C_Inco718_RPM11292_T650_OR356_BR87.5,50,D:\sdfdata\data\raw\pdf\sample_050.pdf,D:\sdfdata\data\processed\meridian_samples\sample_050.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_050.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11692.938704135991,13394713.557493238,19.67471199853949,96.30051832873474,0.294165366364381,0.3299012574900835,0.5999662418769517,0.0701325006329648,109.70270403586962,5806559.5747410245,73769.10064523132,10.0,sdf_meridian_v0.1,40.400000000000006,198.45,29.649999999999977
sample_036,C_Inco718_RPM11292_T650_OR356_BR87.5,36,D:\sdfdata\data\raw\pdf\sample_036.pdf,D:\sdfdata\data\processed\meridian_samples\sample_036.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_036.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10866.781532621488,12177194.315224892,14.849577556570551,96.30051832873474,0.2854779025705367,0.3252962811606048,0.616900513099941,0.0578032057394542,99.73122144169186,5122908.289115673,97739.1985769992,10.0,sdf_meridian_v0.1,37.06699999999999,209.083,22.350000000000023
sample_081,C_Inco718_RPM11292_T650_OR356_BR87.5,81,D:\sdfdata\data\raw\pdf\sample_081.pdf,D:\sdfdata\data\processed\meridian_samples\sample_081.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_081.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11309.199069429716,12924779.895182945,18.10022044551132,96.30051832873474,0.2880218532931066,0.3030620256477362,0.6188606821948879,0.0780772921573759,105.8539473415483,5615274.322572128,80186.08469192038,10.0,sdf_meridian_v0.1,35.8,200.75,31.94999999999999
sample_078,C_Inco718_RPM11292_T650_OR356_BR87.5,78,D:\sdfdata\data\raw\pdf\sample_078.pdf,D:\sdfdata\data\processed\meridian_samples\sample_078.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_078.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11817.170897395436,13475122.423067966,18.718998153272004,96.30051832873474,0.2885176064302484,0.3358389710181241,0.6081182660987221,0.0560427628831537,110.36125264492664,5756230.198509712,77535.44274657151,10.0,sdf_meridian_v0.1,42.06700000000001,202.483,23.94999999999999
sample_035,C_Inco718_RPM11292_T650_OR356_BR87.5,35,D:\sdfdata\data\raw\pdf\sample_035.pdf,D:\sdfdata\data\processed\meridian_samples\sample_035.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_035.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11591.4218267174,13333130.425166542,19.63749240551308,96.30051832873474,0.2941498062965549,0.3141142930088081,0.6015914216416323,0.0842942853495596,109.19833818211396,5834236.471690077,73908.91767722511,10.0,sdf_meridian_v0.1,38.0,195.45,35.05000000000001
sample_115,C_Inco718_RPM11292_T650_OR356_BR87.5,115,D:\sdfdata\data\raw\pdf\sample_115.pdf,D:\sdfdata\data\processed\meridian_samples\sample_115.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_115.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11686.313470620928,13356470.072130555,19.51143866249369,96.30051832873474,0.2835761848194453,0.3301241449201925,0.6187821974495398,0.0510936576302677,109.38948989074926,5738290.60101375,74386.4065942077,10.0,sdf_meridian_v0.1,40.333,206.717,21.44999999999999
sample_008,C_Inco718_RPM11292_T650_OR356_BR87.5,8,D:\sdfdata\data\raw\pdf\sample_008.pdf,D:\sdfdata\data\processed\meridian_samples\sample_008.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_008.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11609.312131385392,13241715.32140577,18.91749634238532,96.30051832873474,0.2860142271370626,0.3229781989715694,0.6228379584378054,0.0541838425906251,108.44964848231324,5680617.418395638,76721.87605155334,10.0,sdf_meridian_v0.1,39.06699999999999,206.883,22.55000000000001
sample_044,C_Inco718_RPM11292_T650_OR356_BR87.5,44,D:\sdfdata\data\raw\pdf\sample_044.pdf,D:\sdfdata\data\processed\meridian_samples\sample_044.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_044.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11258.92038664646,12662025.032993415,15.205653208725924,96.30051832873474,0.2842603190569749,0.3331288343558282,0.5971078001752849,0.0697633654688869,103.70198502021609,5340220.49298645,95450.40845422584,10.0,sdf_meridian_v0.1,39.0,201.55,27.94999999999999
sample_071,C_Inco718_RPM11292_T650_OR356_BR87.5,71,D:\sdfdata\data\raw\pdf\sample_071.pdf,D:\sdfdata\data\processed\meridian_samples\sample_071.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_071.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11802.107262484093,13548711.754820516,19.61118888131561,96.30051832873474,0.2818909589878367,0.3177562280555091,0.6154489215850192,0.0667948503594716,110.96394927198004,5867289.045384988,74008.04807754389,10.0,sdf_meridian_v0.1,39.467,200.38300000000004,28.649999999999977
sample_099,C_Inco718_RPM11292_T650_OR356_BR87.5,99,D:\sdfdata\data\raw\pdf\sample_099.pdf,D:\sdfdata\data\processed\meridian_samples\sample_099.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_099.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11205.420107663278,12724965.692985086,16.51782298753028,96.30051832873474,0.2846934527622433,0.3154418563691603,0.6170578133943904,0.0675003302364493,104.21746902554784,5454847.133624969,87867.86313679999,10.0,sdf_meridian_v0.1,37.267,203.883,27.350000000000023
sample_121,C_Inco718_RPM11292_T650_OR356_BR87.5,121,D:\sdfdata\data\raw\pdf\sample_121.pdf,D:\sdfdata\data\processed\meridian_samples\sample_121.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_121.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10587.73152224468,11867907.411418904,14.957795586837197,96.30051832873474,0.2933614090294511,0.3338459387669509,0.5799897478913276,0.0861643133417214,97.1981616995208,5092376.756598343,97032.06606616644,10.0,sdf_meridian_v0.1,37.333,198.717,32.44999999999999
sample_084,C_Inco718_RPM11292_T650_OR356_BR87.5,84,D:\sdfdata\data\raw\pdf\sample_084.pdf,D:\sdfdata\data\processed\meridian_samples\sample_084.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_084.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10718.581442708588,11919184.83802024,14.335399044458324,96.30051832873474,0.2868962186620981,0.3500368459837877,0.5793109801031687,0.0706521739130434,97.61812382338576,4996438.737635735,101244.88373745453,10.0,sdf_meridian_v0.1,39.133,201.91700000000003,27.44999999999999
sample_135,C_Inco718_RPM11292_T650_OR356_BR87.5,135,D:\sdfdata\data\raw\pdf\sample_135.pdf,D:\sdfdata\data\processed\meridian_samples\sample_135.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_135.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11055.472173026512,12605715.946867352,16.459544853743157,96.30051832873474,0.2849375881212598,0.3003169218408248,0.6169263045127885,0.0827567736463866,103.2408136048436,5471289.307863144,88178.97593663604,10.0,sdf_meridian_v0.1,34.867000000000004,200.583,33.05000000000001
sample_136,C_Inco718_RPM11292_T650_OR356_BR87.5,136,D:\sdfdata\data\raw\pdf\sample_136.pdf,D:\sdfdata\data\processed\meridian_samples\sample_136.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_136.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11266.76610086237,12961987.696569985,17.716468350658715,96.30051832873474,0.2812570920769309,0.2757201646090535,0.6431135627353122,0.0811662726556343,106.15867923490816,5674059.0790607175,81922.97589221474,10.0,sdf_meridian_v0.1,33.133,202.117,33.25
sample_090,C_Inco718_RPM11292_T650_OR356_BR87.5,90,D:\sdfdata\data\raw\pdf\sample_090.pdf,D:\sdfdata\data\processed\meridian_samples\sample_090.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_090.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11182.901161253994,12536353.736636836,16.211620702348053,96.30051832873474,0.2900233587679473,0.3453389830508475,0.5954272598870056,0.0592337570621468,102.67273710305568,5265409.759602975,89527.49612356673,10.0,sdf_meridian_v0.1,40.6,203.55,24.350000000000023
sample_009,C_Inco718_RPM11292_T650_OR356_BR87.5,9,D:\sdfdata\data\raw\pdf\sample_009.pdf,D:\sdfdata\data\processed\meridian_samples\sample_009.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_009.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10985.329686803094,12456157.648447426,16.04850854016436,96.30051832873474,0.2840600303405967,0.2923719301396309,0.6477798231042069,0.0598482467561621,102.01593114078442,5324960.297378113,90437.42637852224,10.0,sdf_meridian_v0.1,33.667,211.583,23.25
sample_014,C_Inco718_RPM11292_T650_OR356_BR87.5,14,D:\sdfdata\data\raw\pdf\sample_014.pdf,D:\sdfdata\data\processed\meridian_samples\sample_014.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_014.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11475.940285089191,13075729.831887309,17.40201083967785,96.30051832873474,0.2929312288933606,0.3173143053645117,0.6277510316368639,0.0549346629986244,107.09022732315704,5588476.396733755,83403.33901395662,10.0,sdf_meridian_v0.1,37.93300000000001,207.617,22.94999999999999
sample_120,C_Inco718_RPM11292_T650_OR356_BR87.5,120,D:\sdfdata\data\raw\pdf\sample_120.pdf,D:\sdfdata\data\processed\meridian_samples\sample_120.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_120.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11311.881792158172,13011522.119538456,19.07803770816572,96.30051832873474,0.2865074218187023,0.2932717448143629,0.6260240543838242,0.0807042008018128,106.56436615901995,5718433.045770369,76076.26275762012,10.0,sdf_meridian_v0.1,35.267,200.58300000000003,32.64999999999998
sample_126,C_Inco718_RPM11292_T650_OR356_BR87.5,126,D:\sdfdata\data\raw\pdf\sample_126.pdf,D:\sdfdata\data\processed\meridian_samples\sample_126.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_126.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10712.216970028938,12018151.415214213,15.291650128935103,96.30051832873474,0.2813720207628806,0.3199594638168501,0.6156432815882814,0.0643972545948684,98.4286600906044,5100253.152234597,94913.6160812275,10.0,sdf_meridian_v0.1,35.867000000000004,208.183,24.44999999999999
sample_004,C_Inco718_RPM11292_T650_OR356_BR87.5,4,D:\sdfdata\data\raw\pdf\sample_004.pdf,D:\sdfdata\data\processed\meridian_samples\sample_004.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_004.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11032.388874377646,12641704.698444774,18.00675422544149,96.30051832873474,0.284577187255691,0.2817140812309894,0.6324923957774199,0.0857935229915906,103.5355614802627,5547337.857255147,80602.30019331061,10.0,sdf_meridian_v0.1,32.667,201.683,34.14999999999998
sample_018,C_Inco718_RPM11292_T650_OR356_BR87.5,18,D:\sdfdata\data\raw\pdf\sample_018.pdf,D:\sdfdata\data\processed\meridian_samples\sample_018.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_018.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11295.419748707973,12884774.76849342,18.147181051020176,96.30051832873474,0.2931202475096126,0.3035714285714285,0.6296280125742229,0.0668005588543485,105.52630535396112,5570708.360975881,79978.58210075041,10.0,sdf_meridian_v0.1,36.2,205.35,26.94999999999999
sample_039,C_Inco718_RPM11292_T650_OR356_BR87.5,39,D:\sdfdata\data\raw\pdf\sample_039.pdf,D:\sdfdata\data\processed\meridian_samples\sample_039.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_039.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11325.810622780746,12991084.49761896,18.812461560104538,96.30051832873474,0.293644401394763,0.2932903731440763,0.6205425175251448,0.0861671093307789,106.39698203549928,5687609.990922277,77150.23389943525,10.0,sdf_meridian_v0.1,35.2,198.55,34.75
sample_073,C_Inco718_RPM11292_T650_OR356_BR87.5,73,D:\sdfdata\data\raw\pdf\sample_073.pdf,D:\sdfdata\data\processed\meridian_samples\sample_073.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_073.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11159.986056057352,12640090.387594506,17.065384338615818,96.30051832873474,0.284537521108427,0.3264079214923526,0.5976483069578287,0.0759437715498187,103.522340274399,5432234.792299207,85048.52752140959,10.0,sdf_meridian_v0.1,38.267,200.183,30.05000000000001
sample_137,C_Inco718_RPM11292_T650_OR356_BR87.5,137,D:\sdfdata\data\raw\pdf\sample_137.pdf,D:\sdfdata\data\processed\meridian_samples\sample_137.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_137.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11187.149805230008,12602270.959616924,15.464758589781352,96.30051832873474,0.2965737682526256,0.3542272767345499,0.5615798289694085,0.0841928942960416,103.2125991592626,5377985.450164267,93851.1778997463,10.0,sdf_meridian_v0.1,41.46700000000001,193.683,33.35000000000002
sample_007,C_Inco718_RPM11292_T650_OR356_BR87.5,7,D:\sdfdata\data\raw\pdf\sample_007.pdf,D:\sdfdata\data\processed\meridian_samples\sample_007.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_007.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10643.84339471548,11972409.22687933,14.86280493939795,96.30051832873474,0.2876307048112193,0.3121698025766984,0.599128742237464,0.0887014551858374,98.05403156814172,5152464.207961921,97652.21406754134,10.0,sdf_meridian_v0.1,35.400000000000006,199.45,33.64999999999998
sample_113,C_Inco718_RPM11292_T650_OR356_BR87.5,113,D:\sdfdata\data\raw\pdf\sample_113.pdf,D:\sdfdata\data\processed\meridian_samples\sample_113.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_113.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11066.488275547428,12376056.3604899,15.658229964779784,96.30051832873474,0.28649988641162,0.3582349008246044,0.5679518609315801,0.0738132382438154,101.35990159241229,5223746.206007252,92691.56302154309,10.0,sdf_meridian_v0.1,41.667,197.783,29.05000000000001
sample_101,C_Inco718_RPM11292_T650_OR356_BR87.5,101,D:\sdfdata\data\raw\pdf\sample_101.pdf,D:\sdfdata\data\processed\meridian_samples\sample_101.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_101.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,12146.315772035494,13979878.597468114,19.93628533259288,96.30051832873474,0.2907170236275472,0.3177425903369874,0.6149411287048315,0.067316280958181,114.49520571326384,6042213.091297142,72801.21574170081,10.0,sdf_meridian_v0.1,40.80000000000001,198.45,29.25
sample_003,C_Inco718_RPM11292_T650_OR356_BR87.5,3,D:\sdfdata\data\raw\pdf\sample_003.pdf,D:\sdfdata\data\processed\meridian_samples\sample_003.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_003.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11954.6433432906,13709756.439711224,19.764376643755533,96.30051832873474,0.2945321130555411,0.340581803177223,0.5908396946564886,0.0685785021662884,112.28290524123491,5920131.05930122,73434.43386790337,10.0,sdf_meridian_v0.1,42.333,196.317,29.850000000000023
sample_064,C_Inco718_RPM11292_T650_OR356_BR87.5,64,D:\sdfdata\data\raw\pdf\sample_064.pdf,D:\sdfdata\data\processed\meridian_samples\sample_064.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_064.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11640.817018071692,13393816.032303508,18.30068763001936,96.30051832873474,0.2683482968002022,0.2760198246282882,0.6674291523700597,0.056551023001652,109.69535330456571,5792981.388920702,79307.71995722351,10.0,sdf_meridian_v0.1,33.400000000000006,211.75,23.350000000000023
sample_055,C_Inco718_RPM11292_T650_OR356_BR87.5,55,D:\sdfdata\data\raw\pdf\sample_055.pdf,D:\sdfdata\data\processed\meridian_samples\sample_055.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_055.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10894.667391705872,12338174.831846312,15.611139237695951,96.30051832873474,0.2848018438144579,0.3046825468707544,0.6171542432750656,0.0781632098541798,101.04965187282129,5309014.729363304,92971.16549198172,10.0,sdf_meridian_v0.1,34.599999999999994,202.95,30.94999999999999
sample_127,C_Inco718_RPM11292_T650_OR356_BR87.5,127,D:\sdfdata\data\raw\pdf\sample_127.pdf,D:\sdfdata\data\processed\meridian_samples\sample_127.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_127.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11230.270566927613,12700779.5026722,15.680564493809122,96.30051832873474,0.2873709061302746,0.3148782845592758,0.6177168468230951,0.0674048686176289,104.01938412688531,5399067.504711902,92559.53828443002,10.0,sdf_meridian_v0.1,36.93300000000001,203.91700000000003,27.649999999999977
sample_051,C_Inco718_RPM11292_T650_OR356_BR87.5,51,D:\sdfdata\data\raw\pdf\sample_051.pdf,D:\sdfdata\data\processed\meridian_samples\sample_051.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_051.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11474.332608830033,12989708.356068404,17.334639251324482,96.30051832873474,0.2888157665369898,0.3547416387240993,0.573811366176597,0.0714469950993035,106.38571143620022,5543159.918263566,83727.4885588002,10.0,sdf_meridian_v0.1,42.400000000000006,196.55,29.55000000000001
sample_116,C_Inco718_RPM11292_T650_OR356_BR87.5,116,D:\sdfdata\data\raw\pdf\sample_116.pdf,D:\sdfdata\data\processed\meridian_samples\sample_116.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_116.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,12217.798038640309,14030085.763294496,20.164195002164064,96.30051832873474,0.2834227377086905,0.32478701497961,0.6236524407477692,0.0515605442726208,114.90640240138192,6020209.124757517,71978.36608059154,10.0,sdf_meridian_v0.1,41.53299999999999,204.117,22.850000000000023
sample_047,C_Inco718_RPM11292_T650_OR356_BR87.5,47,D:\sdfdata\data\raw\pdf\sample_047.pdf,D:\sdfdata\data\processed\meridian_samples\sample_047.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_047.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10622.213864022637,11899165.430725953,15.187473610347798,96.30051832873474,0.2835317455209235,0.3428704133766837,0.5829075708313981,0.0742220157919182,97.45416487764555,5072271.578697569,95564.66380276148,10.0,sdf_meridian_v0.1,38.333,201.417,28.75
sample_140,C_Inco718_RPM11292_T650_OR356_BR87.5,140,D:\sdfdata\data\raw\pdf\sample_140.pdf,D:\sdfdata\data\processed\meridian_samples\sample_140.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_140.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11086.506924319025,12670853.92502883,17.933640426492826,96.30051832873474,0.2907866026941432,0.3089995106543885,0.605943324881,0.0850571644646114,103.77429364598612,5539594.923693074,80930.90834151614,10.0,sdf_meridian_v0.1,36.333,198.617,33.55000000000001
sample_062,C_Inco718_RPM11292_T650_OR356_BR87.5,62,D:\sdfdata\data\raw\pdf\sample_062.pdf,D:\sdfdata\data\processed\meridian_samples\sample_062.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_062.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11809.173980903304,13601914.142696168,18.80801360843352,96.30051832873474,0.2993583505578589,0.2813100509649929,0.6683933494861726,0.0502965995488344,111.3996768286816,5866791.31717707,77168.47934092293,10.0,sdf_meridian_v0.1,34.733000000000004,212.717,21.05000000000001
sample_148,C_Inco718_RPM11292_T650_OR356_BR87.5,148,D:\sdfdata\data\raw\pdf\sample_148.pdf,D:\sdfdata\data\processed\meridian_samples\sample_148.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_148.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11594.67200745902,13213820.462931508,17.85743570480053,96.30051832873474,0.287071103013609,0.3236182614985321,0.6030294005020636,0.0733523379994043,108.22118959140904,5678714.649912156,81276.27244913056,10.0,sdf_meridian_v0.1,39.533,198.517,30.44999999999999
sample_080,C_Inco718_RPM11292_T650_OR356_BR87.5,80,D:\sdfdata\data\raw\pdf\sample_080.pdf,D:\sdfdata\data\processed\meridian_samples\sample_080.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_080.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10939.730478764051,12390924.434004957,15.36689158236418,96.30051832873474,0.2809905102112011,0.2936772796969423,0.6458013890141607,0.0605213312888969,101.48167111450056,5286587.864939343,94448.88719406878,10.0,sdf_meridian_v0.1,34.0,210.45,24.05000000000001
